EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Masterpiece Galata Heykel - Unicorn
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak.Beyoğlu Galata'dayız. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız  gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz.""","  4 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Galata Heykel , İstanbul"
"
Masterpiece Ankara String Art - Emoji Poop
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Ankara Tunalı'da, cıvıl cıvıl bir atölyede, güzel müzikler eşliğinde sizi giderek popülerleşen String Art'ı deneyimlemeye çağırıyoruz. Ham bir ahşap plakayı tamamen kendi ellerinizle yalnızca 3 saat içerisinde evinizin en dekoratif parçası haline getirmek istemez misiniz? Sanatçılarımız eşliğinde ahşap plakanızı önce onlarca çeşit renkten dilediğinize boyayacak daha sonra özel olarak tasarlanmış çivi çakma aletinizi kullanırken günün gerginliğini atacaksınız. Son aşamada ise eserinizi sanatçımızın adım adım yönlendirmesi ile yüzlerce ip çeşidimizden evinize ve zevkinize uygun olanlarla doldururken kafanızı tamamen boşaltacak ve terapi gibi bir seans sonrası eserinizi tamamlayacaksınız.Ankara, Tunalı Hilmi'deyiz. İçeceğinizi alı gelmeniz yeterli, müzik ve gerekli tüm malzemeleizden. Sanat konuşuyoruz, kendimiz üretiyoruz, çok eğleniyoruz. Bekleriz.""","  4 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Profesyonel Aşçılığa İlk Adım 4/4'lük Mutfak Eğitimleri
","Profesyonel Aşçılığa İlk Adım 4/4'lük Mutfak Eğitimleri, USLA'da!Yemek tutkunlarına ve profesyonel olarak mutfağa ilk adımını atmak isteyenlere yönelik hazırlanan yarı profesyonel aşçılık eğitimine katılabilir, hem aşçılık hem de pasta ve ekmekçilik alanında teknik ve uygulama becerilerinizi geliştirebilirsiniz. Konusunda uzman profesyonel eğitmen şefler tarafından hazırlanan program kapsamında temel kesim teknikleri, pişirme teknikleri, kümes hayvanları, dana, kuzu, balık ve deniz ürünleri, baklagiller ve tahıllar, temel ekmekçilik ve pastacılık yer almaktadır.Program 4 hafta boyunca her pazartesi ve çarşamba günü saat 19:00-23:00 arasında profesyonel mutfakta gerçekleşecektir. Katılımcı sayısı minimum 6 maksimum 15 kişi olup, her katılımcı kendi istasyonunda tek kişi olarak çalışacaktır. Katılımcılara USLA aşçı ceketi, önlüğü ve ders kitapçığı verilecektir. Tüm katılımcılar, program sonunda USLA katılım sertifikası alacaktır.1. Gün4 Nisan 2018 ÇarşambaTemel Kesim Teknikleri: Brunoise - Julienne - ChiffonadePişirme Teknikleri: Kuru Pişirme - Sote/Stir-fry - Izgara/Broil - Fırın/Roasting Kızartma - Islak Pişirme - Tıkırdatma - Poşeleme - Buharda Pişirme - Kombinasyon Pişirme - Yahni- Braising2. Gün9 Nisan 2018 PazartesiKümes Hayvanları: Tavuk Açma Teknikleri - Tavuk Suyu - Tavuk Pişirme Teknikleri Reçete: Bıldırcın Confit (Quail Confit with Cured LemonPortakallı Ördek Göğsü (Duck Breast a l’Orange3. Gün11 Nisan 2018 ÇarşambaDana: Bonfile Açma ve Pişirme - Mühürleme ve Basting  Kaburga - Braising - Antrikot Reçete: Paris Usülü Antrikot (L’entrecote de Paris), Tane Karabiber Soslu Bonfile (Pepper Steak), Fırında Dana Kaburga Yahni (Braised Beef Short Ri4. Gün16 Nisan 2018 PazartesiKuzu: Kuzu But Açma ve Pişirme - Kuzu Pirzola Reçete: Bearnaise Soslu Dana CrouteRoux Beef en Croute with Sauce Bearnaise),Akdeniz Usülü Barbekü Kuzu Pirzola (Mediterranean BBQ Lamb Chops5. Gün18 Nisan 2018 ÇarşambaBalık ve Deniz Ürünleri: Balık Çorbası - Levrek FiletoKarides Temizleme - Karides SoteReçete: Tereyağlı Limon Sosunda Levrek (Seabass with a Lemon Butter Sauce), Tereyağlı Sote Karides (Gambas al Ajillo6. Gün25 Nisan 2018 ÇarşambaBaklagil ve Tahıl: Taze Makarna - Risotto - Börülce PiyazıReçete: Ispanak ve Ricotta Peynirli RavioliBörülce PiyazıReçete: Ispanak ve Ricotta Peynirli Ravioli (Ravioli di Ricotta e Spinaci al Burro e Salvia), Deniz Mahsullü Risotto (Risotto ai Frutti d Mare7. Gün2 Mayıs 2018 ÇarşambaEkmekler: Foccacia - Hamburger Ekmeği – Baget/Epi8.Gün7 Mayıs 2018  PazartesiTatlılar: Frambuazlı Cheesecake-Yoğun Çikolatalı Kek-Çilekli Panna Cotta","  4 Nisan 2018, Çarşamba - 19:00",,Family & Education," USLA , İstanbul"
"
İtalyan Ekmek Sanatı 1
","Mis gibi ekmek kokuları içinde sıcacık bir workshop Eataly Mutfak Atölyesi'nde sizleri bekliyor.""Gerçek İtalyan ekmek yapımını tüm aşamalarıyla ve en keyifli haliyle öğretiyoruz.""Impasto– hamur Formazione – şekillendirme teknikleri Cottura – pişirme teknikleri Paninı al burro: Tereyağlı paniniFocacciaGrissinı19:00 - 22:00","  4 Nisan 2018, Çarşamba - 19:00",,Family & Education," Eataly Mutfak Atölyesi, İstanbul"
"
Suluboya İllustrasyon Atölyesi
","Suluboya illüstrasyon atölyesi şimdi  ArtimProjects de...""Bu atölyede hem suluboya tekniklerini keşfedip hem de illüstrasyon yapmayı öğreneceksiniz.Atölyede uygulayacağımız sulu ve kuru olmak üzere iki farklı teknik vardır. Sulu teknikte ilk işlem suyu direkt olarak kağıtla buluşturup, daha sonra skalada hazırladığınız tonların en açıktan en koyuya olmak üzere kağıda aktarı yapmak istediğiniz illüstrasyonu oluşturacaksınız.Bir diğer teknik olan kuru teknikte ise suyu zemine uygulamadan, boyayla birlikte kağıda aktarmak olacaktır.Kullanacağınız tüm malzemeler Artim Project tarafından temin edilecektir.""","  4 Nisan 2018, Çarşamba - 19:00",,Hobbies," Artimprojects, İzmir"
"
Tuval Boyama - Frida
","DoryanArt workshop etkinliklerinde keyifli bir müzik ve kahve eşliğinde hem üretecek hem eğleneceksiniz.""Tuval üzerine aktarılan görsellerin boyanması ile ortaya çıkan eserinizi evinizin veya ofisinizin baş köşesine asmak isteyeceksiniz. Daha önce elinize fırça almış olmanıza gerek yok.Deneyimli eğitmenler tarafından gerekli yönlendirmeler güzel sohbet ve keyifli müzik eşliğinde yapılıyor olacak. Siz de günlük hayatın stresinden 2,5-3 saat uzaklaşmak isterseniz Alsancak’ta bulunan DoryanArt atölyemize sizi de bekleriz. Tüm malzemeleizdendir. Çalışma 2-3 saat aralığında sürecektir. Yapılan eserleri isteirine hediye edebilir, isterseniz evinize ya da ofisinize asabilirsiniz.""","  4 Nisan 2018, Çarşamba - 19:00",,Hobbies," Doryan Art Atölye, İzmir"
"
İspanyol Gecesi
","Flamenko dansının ritmini, yapacağınız yemeklerle hissedin. Geleneksel İspanyol yemeklerini öğrenmek için TheChef4U mutfağında gerçekleşecek workshop etkinliğinde yerinizi alın.Deniz Ürünlü Paellaİspanyol OmletiChurrosDomatesli Peynirli SalataÜcrete dahil hizmetle: ""Günlük 2 - 2,5 saat uygulamalı atölye çalışmamızda (30 dakika dinlenme ile birlikte) hazırlayacağınız tariflerde kullanılan tüm malzemeler ve tariflerin yer aldığıoşür tarafımızdan sağlanacaktır. Kursu tamamladığınızda ders boyunca hazırladığınız tüm lezzetleri yanınızda götürü, sevdiklerinizle paylaşabilirsiniz. Kursa katılım için herhangi bir tecrübe veya yemek pişirme bilgisi gerekmemektedir. 18 yaşından büyükler kursumuza kabul edilmektedir. ""Kurslar maksimum 10 kişiliktir.","  4 Nisan 2018, Çarşamba - 19:30",,Hobbies," TheChef4U, İzmir"
"
Manuş Baba
","Etkinlikte sınırlı sayıda ""1 Alana 1 Bedava"" kampanyası vardır.Manuş Baba, “Dönersen Islık Çal” adlı ilk albüm turnesiyle 4 Nisan'da Niğde Saray Balo Salonu sahnesinde...Manuş adını çocukluk dönemi anneannesinin kendisine küçük, güzel çocuk anlamında Manuş olarak seslenmesiyle almıştır. ''Baba'' ise bebekken konuşmaya başladığında ağzından çıkan, ilk sesleniş, ilk kelimedir.  İnsan olabilmenin o derin kaygısını taşımanın ve bunun için emek harcamanın önemini  kendi babası ile keşfettiğini dile getiren sanatçı; çocukluk ve ilk gençlik dönemi arasında kendisinde bıraktığı hatırası önemli izler ile kendi babasının, Manuş Baba karakterinin oluşmasında ve ismini bu şekilde duyurmasında önemli etkileri olmuştur.Tarsus’ta doğan ve çocukluğunun büyük bir kısmını burada geçiren Manuş Baba, babasının mevsimlik işçiliğinden dolayı 1996 yılının bahar aylarında ailesiyle birlikte Antalya’ya yerleşti. İlkokul ve ortaokul eğitimini Barbaros İlköğretim Okulu’nda, lise eğitimini Antalya Gazi Lisesi’nde tamamladı. Lise yıllarında babasının kendisine aldığı gitarla müziğe ilk adımını atan Manuş; gitar, şan ve müzik eğitimi aldığı derslerden sonra 2010 yılında Akdeniz Üniversitesi Güzel Sanatlar Fakültesi Müzik bölümünü kazandı. O dönemlerde kendi cover ve beste kayıtlarını sosyal ağlarda paylaşarak ismini duyurdu. 2015 yılı itibariyle müziğine ilgiyle yaklaşan Murat Kınay ile tanıştı ve birlikte çalışmaya başladı.Çok yönlü müziğinde geleneksel seslerden ilham alan Manuş Baba için, Antalya’dan İstanbul’a uzanan müzik yolculuğu birçok yeniliği de beraberinde getirdi. 2016’nın başlarında “Albümsüz Türkiye Turnesi” kapsamında birçok şehirde dinleyenleriyle buluşan sanatçı, “Birbirimize İyi Gelelim” diyerek sevginin gücüne dikkat çekti.Konserler tüm hızıyla devam ederken Manuş Baba, “Dönersen Islık Çal” adlı ilk albümünü dinleyenlerine bir hediye sunma düşüncesiyle Mayıs 2017’de Kınay Production etiketiyle yayınladı. Albüm, birçok sanatçıya tanıklık eden Erekli –Tunç Stüdyolarında kaydedildi. Birbirinden değerli müzisyenlerin katkıda bulunduğu bu albümde Manuş Baba’ya; Klavye kayıtlarında Tansu Çuhacı, Elektrik ve Akustik gitar kayıtlarında Akın Eldes ve Onur Taşkan, Bass Gitar kayıtlarında Erdinç Ayar, Davul kayıtlarında Ata Erdem Şimşek, Klarnet kayıtlarında Bilge Kaan, Vural Ardıç ve Mertcan Kıranda, Bağlama kayıtlarında Ayhan Aydın ve Ud kayıtlarında Volkan Şenlendirici gibi eşsiz müzisyenler eşlik etti. Albümün mix çalışmaları Mert Kasap ile mastering çalışmaları ise New York’ta Andy Vandette ile tamamlandı. Albümde deneysel biuha sahip olan birbirinden farklı 11 şarkı yer alıyor. Manuş Baba’nın kendi söz ve müziğinin bulunduğu şarkıların yanı sıra aynı zamanda “Dönersen Islık Çal” albümünde Ülkü Aker, Cemal Süreya ve Ahmed Arif dokunuşları da bulunuyor.Albüm yayınlandığı günden itibaren geniş kitlelere ulaşan Manuş Baba, Spotify listelerinde birçok şarkısıyla zirvelere çıktı. Aynı zamanda Apple Music’te “En Popüler Albümler” listesinde #2 numaraya çıkan sanatçı, fiziksel albüm listelerinde de “En Çok Satanlar” arasında yer alarak büyük başarılara imza attı ve büyük bir ilgiyle karşılandı.","  4 Nisan 2018, Çarşamba - 20:00",,Arts," Saray Balo Salonu, Niğde"
"
Seksendört
",Seksendört 04 Nisan akşamı Bolu İl Kültür Turizm Müsürlüğü sahnesinde sizlerle...,"  4 Nisan 2018, Çarşamba - 20:00",,Music," İl Kültür Turizm Müdür. Tiyatro S., Bolu"
"
Emilia Zamuner Quartet Caz Konseri
","Emilia Zamuner Quartet konseri ODTÜsanat19 etkinlikleri kapsamında gerçekleşecek.“Gelenek, küllere tapınmak değil, ateşi korumaktır.” Gustav MahleGeleneği özel bir caz diline dönüştürme deneyimine odaklanan Emilia Zamuner Quartet, onu farklı kültürler arasında bir araştırma olarak görüyor ve bu görüşü kuartetin tüm bileşenlerine yansıtıyor. Bu nedenle hiçbir lisanı diğerine tercih etmiyor ve aynı nedenle bossa nova, standart caz, geleneksel İtalyan şarkıları ve elektronik müzik arasında geçişler yapıyor. Bu konser, seyircilere zaman-mekânda yolculuk sunabilecek bir çeşitlilik öneriyor.Emilia Zamuner:VokalMino Lanzieri:GitaAntonio Napolitano:BasMassimo del Pezzo:Davul","  4 Nisan 2018, Çarşamba - 20:00",,Music," ODTÜ KKM A, Ankara"
"
Ebeveyn Ehliyeti: Etkin Dinleme
","Ebeveyn EhliyetiAtölye, Zorlu PSM ve Human Art iş birliğiyle gerçekleşmektedir.Eğitmen:Gülce Erhan BaltaoğluGünümüzde bir çok yetişkin yanlış yetiştirilme yöntemleri nedeni ile kalıplaşmış, kendisinin ve çevresinin hayatını zorlaştıran davranış modellerine sahip. Bu kalıplar ilk çocukluk yıllarında ve ergenlikte oluşan, ailenin istemeden neden olduğu travmalardan kaynaklanıyor. Biz çocuklarımıza bunu yaşatmamayı nasıl başarabiliriz? Çocuklarımız ile birlikte geçirdiğimiz zaman hızla akı giderken bu zamanı kavgalar ve can sıkıntıları ile boşa harcamak yerine kaliteli bir ilişki ile nasıl sürdürebiliriz? Fazla özgürlükçü veya fazla itaatkar tavırlarımızla, bizden önceki nesillerin hatalarına düşüyor olabilir miyiz? 2002 yılında Avusturya hükümeti için geliştirilmiş bir yöntem ile travmasız bir çocuk yetiştirmenin yolları çoktan keşfedildi. Avrupa’da binlerce anne-baba Elternwerkstatt Enstitüsü onaylı Ebeveyn Ehliyeti ile yetkin ebeveynler haline geliyor. 3’er saatlik 4 modül halinde sunulan program ile anne-babalar çocuk eğitimi ve aile ilişkilerini hayallerindeki en üst noktaya taşıyor. Bilinçli ve ehliyetli ebeveynler arasına girerek çocuğunuza ve ilişkinize en büyük yatırımı yapın. Ebeveyn ehliyetiniz ile günlük aile yaşamınızda huzurlu ve uyumlu bir ortam yaratın. * 4 modülü tamamlayan katılımcılar, Elternwerkstatt'tan sertifikalı ""Ebeveyn Ehliyeti”ni almaya hak kazanır.Atölye süresi:2 saat 30 dakikaEbeveyn Ehliyeti: Etkin DinlemeÇocuğumu nasıl daha etkin dinleyebilirim? Çocuğumuzun bize en ihtiyaç duyduğu durumlarda onun yanında olmamız ve yardım edebilmemiz için onun dilindeki ifadeleri anlamamız gerekir. Böylelikle ona yakınında biz olmadığımızda da kendini dinleyerek sorunlarını çözebileceği bir kabiliyet kazandırabiliriz. Atölye çalışmasında öğrenilecek kolaylaştıcı teknikler ve rol oyunları ile dinlemenin nasıl bir eylem olduğunu kavrayacak ve çocuklarımıza koçluk yapabilmenin yollarını öğreneceğiz.Gülce Erhan Baltaoğlu kimdir?Gülce Erhan, Hacettepe Üniversitesi Amerikan Kültürü ve Edebiyatı Bölümü’nden mezun oldu ve aynı zamanda üniversitenin Eğitim Fakültesi’nden Pedagojik Formasyon’unu tamamladı. Üniversite’deki tiyatro topluluğu ile başlayan oyunculuğa olan ilgisi Ankara Sanat Tiyatrosu’nda aldığı tiyatro ve yazarlık eğitimleri ile devam etti. Bu sırada ayrıca ana okullarında yaratıcı drama ve İngilizce eğitimleri verdi. 2005 yılında Passau, Almanya’da yer alan Adalbert Stifter Academy’de Elternwekstatt’ın ortağı Andreas Keckeis ile tanıştı ve Brezilyalı tiyatro teorisyeni Augusto Boal’un teknikleri üzerine dersler aldı. Boal’un teorilerine olan ilgisi Erhan’ın, eğitim sonrası Keckeis’ın iş partneri Mag. Maria Neuberger-Schmidt ile tanışmasını ve Elternwekstatt’ı daha yakından tanımasını sağladı. 2013 yılında kendisi ve eşinin bir çocuk sahibi olarak ebeveynliğe geçmesi ile Keckeis’tan en sonunda kendi Ebeveyn Ehliyeti’ni edindi. Türkiye’de bilinçli ebeveynliği öğretmek için Elternwekstatt’ın verdiği Ebeveyn Ehliyeti’nin Türkiye eğitim temsilciliğini üstlenmeye karar verdi.","  4 Nisan 2018, Çarşamba - 20:00",,Hobbies," Zorlu PSM - Atölye, İstanbul"
"
Pınar Turan & Cem Babacan, Viyolonsel ve Piyano Resitali
","Çellist Pınar Turan ve piyanist Cem Babacan Franck’ın ünlü keman ve piyano sonatının viyolonsel ve piyano için düzenlemesinin yanısıra, Schumann ve Böellmann’ın eserlerine yer verecekleri bir program ile Mozarthaus’a konuk oluyor.PINAR TURAN, viyolonselCEM BABACAN, piyanoResital Programı :C. FRANCKViyolonsel Sonatı, La Majör Keman ve Piyano Sonatı’ndan Düzenleme-  Allegretto ben moderato-  Allegro-  Recitativo-Fantasia: Ben moderato-  Allegretto poco mossoR. SCHUMANN |  Fantasiestücke Op.73-  Zart und mit Ausdruck-  Lebhaft leicht-  Rasch und mit Feuer  L. BOELLMANN  Impromptu Op.6, No.1 (Allegro ModeratoNocturne Op.6, No.2 (AndantinoPINAR TURAN, viyolonsel1983 yılında Ankara’da doğdu. 1993 yılında H.Ü. Ankara Devlet Konservatuvarı’na girerek Doç. Ş. İzzet Nazlıaka ile viyolonsel çalışmalarına başladı. Çeşitli oda müziği konserleri, sınıf konserleri ve resitaller verdi. 1999 yılında Paris Ulusal Konservatuvarı profesörlerinden Philippe Müller’in Master Class’ına katıldı. Aynı yıl Anaçev’in düzenlediği Genç Viyolonselciler Yarışması’na katıldı. Ardından East Mediterranean Youth Orchestra’sının sınavını kazandı. 2000 yılında ünlü bir Rus çellist olan Marina Tarasova’nın yapmış olduğu Master Class’a katıldı. 2001   yılında   Schleswig   -   Holstein   Müzik   Festivali’nin   sınavına   girdi. Aynı yıl Moskova Konservatuvarı çellistlerinden kompozitör,orkestra şefi ve piyanist olan solist Alexander Rudin’in master class’ına katıldı. 2002 yılında H.Ü. Devlet Konservatuvarı Akademik Orkestrası ile Europaischer Musik Sommer’in açılışını yaparak Berlin turnesine katıldı. 2003 yılında viyolonsel çalışmalarına Yrd. Doç. Nuray Eşen ile devam etti. 2004 yılında H.Ü. Akademik Orkestra’sına girmiştir ve bu orkestra ile Karadeniz, Konya, Bodrum, İstanbul, Antalya, Afyon, Eskişehir, Samsun ve Amerika’da başarılı konserler vermiştir. 2005 yılında H.Ü. Devlet Konservatuvarı Akademik Senfoni Orkestrası ile Yunanistan turnesine katıldı. Aynı yıl Cihat Aşkın ve Toğrul Ganiev ile Vivaldi Mevsimler’i seslendirdi. 2006 yılında viyolonsel çalışmalarını Bilkent Üniversitesi Müzik ve Sahne Sanatları Fakültesi’nde Bilkent Senfoni Orkestrası viyolonsel grup şefi olan Hayrettin Hoxha ile Yüksek Lisans yaparak ve oda müziği çalışmalarına da Elena Gledzinova ile devam etmiştir. 2008 yılında Yüksek Lisans eğitimini Hayrettin Hoxha ile Bilkent Müzik ve Sahne Sanatları Fakültesi’nde başarıyla tamamlamıştır. 2009-2010 yıllarında Ankara Üniversitesi Devlet Konservatuvarı’nda eğitmenlik yapmıştır. Aynı yıl Ürgü’te gerçekleşen klasik keyifler programında çellist Ruth Philips ve Ozan Tunca ile oda müziğinde Ellen Jewett ve ile çalışma fırsatı bulmuştur.2011 yılında H.Ü.Ankara Devlet Konservatuvarı’nda Sanatta Yeterlik’e girmiştir ve burada Doç.İzzet Nazlıaka, ve Prof. Doğan Cangal ile viyolonsel, Garbis Atmacayan ve Prof. Reyyan Başaran ile oda müziği ile çalışmıştır. 2016 yılında doktoradan mezun oluştur.Halen H.Ü. Devlet Konservatuvarı Akademik Senfoni Orkestrası’nda Öğretim Görevlisi olarak görev yapmakta ve aynı zamanda grup üyelerindendir.CEM BABACAN, piyanoİsviçre basınında İngiliz şef Howard Griffiths’in “Genç yaşına karşın, enstrümanında ustalık düzeyine erişmiş ve şaşırtıcı yorum gücüne sahip bir müzisyen” şeklinde ifade ettiği Cem Babacan, 1988 yılında Ankara’da doğdu. 2007 yılında birincilik ödülü aldığı Yves Nat Uluslarası Piyano Yarışması (Fransa) sonrası Uluslarası Serignan Piyano Festivali’nde Avrupa’daki ilk resitalini verdi. 2008 yılında ise aldığı davet üzerine New York Steinway Hall’de düzenlenen konserde yer aldı. Aynı yıl “Yamaha Burs Ödülünü” de kazanan Babacan, Hacettepe Üniversitesi Devlet Konservatuvarı bünyesindeki eğitimini bölüm ve fakülte birinciliği ile tamamladıktan sonra kabul edildiği Moskova Çaykovski Konservatuvarı’ndaki piyano eğitimini Alexander Mndoyants ve asistanı Ekaterina Mechetina ile sürdürdü. Burada aldığı 4 yıllık eğitim süresince girmiş olduğu bütün yarışmalarda birincilik ödülünün sahibi oldu. Bunlar sırasıyla; 2. Ulusal Kamuran Gündemir Piyano Yarışması (2011) , 1. Ulusal Hacettepe Üniversitesi Ankara Devlet Konservatuvarı Piyano Yarışması (2012) ve Gümüşlük A.A. Saygun Piyano Yarışması (2013) olarak gösterilebilir. Daha sonra 2014 yılı Ağustos ayında da Puigcerda Piyano Yarışması’nda (İspanya) üçüncülük ödülünü kazandı.2012 baharında İsviçre’nin Zürih kentinde yer alan, Avrupa’nın en önemli salonlarından biri olan Tonhalle’de verdiği “çıkış” resitali yankı uyandırdı, dinleyicilerin ve İsviçre basınının övgüsünü kazandı. Bu resitalden sonra Almanya’nın Berlin şehrindeki Brandenburgisches Staatsorchester orkestrasına solist olarak davet edildi ve konserler verdi. Aynı yılın Haziran ayında Moskova Çaykovski Konservatuvarı’ndan en yüksek derece olan “kırmızı diploma” ile mezun oldu. Babacan ayrıca, Steinway Hall (Londra) Moskova Çaykovski Konservatuvarı Rachmaninov Salonu, Küçük Salonu, 3. Bölge Konser Salonu (Paris) , Renens Belediyesi Konser Salonu (Lozan) gibi salonlarda ve Festival Classics (İsviçre), Antalya Piyano Festivali , Uluslararası Bodrum Gümüşlük Klasik Müzik Festivali gibi festivallerde konserler, resitaller vermiş olup, Cumhurbaşkanlığı Senfoni Orkestrası, Bilkent Senfoni Orkestrası, Ankara Gençlik Senfoni Orkestrası, Çukurova Devlet Senfoni Orkestrası, Hacettepe Üniversitesi Senfoni Orkestrası, Eskişehir Büyükşehir Belediyesi Senfoni Orkestrası, İzmir Devlet Senfoni Orkestrası, Bursa Bölge Senfoni Orkestrası, Antalya Devlet Senfoni Orkestrası, Filarmoni Antalya, Orkestra Akademik Başkent, Gazi Gençlik Oda Orkestrası , Mersin Opera Orkestrası gibi orkestralar eşliğinde solist olarak çaldı . Sanatçı halen Londa’da bulunan Keyboard Charitable Trust üyesi olup, yurtiçi ve yurtdışındaki konserlerine, projelerine devam etmektedir.","  4 Nisan 2018, Çarşamba - 20:00",,Music," Mozarthaus Sanat ve Konser Evi, Ankara"
